"Unique ID","Indicator ID","Name","Measure","Measure Info","Geo Type Name","Geo Join ID","Geo Place Name","Time Period","Start_Date","Data Value","Message"
"876953","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","404","Bayside - Little Neck","Annual Average 2023","01/01/2023","14.92994837",
"877103","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","105","Midtown (CD5)","Annual Average 2023","01/01/2023","26.10917545",
"874474","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","307","Gramercy Park - Murray Hill","Annual Average 2023","01/01/2023","7.7551795",
"874450","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","405","Ridgewood - Forest Hills","Annual Average 2023","01/01/2023","6.726169914",
"874480","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","305","Upper East Side","Annual Average 2023","01/01/2023","6.983049971",
"877031","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","301","Washington Heights","Annual Average 2023","01/01/2023","17.05354389",
"874818","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","318","Flatlands and Canarsie (CD18)","Annual Average 2023","01/01/2023","6.397138835",
"874411","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","104","Pelham - Throgs Neck","Annual Average 2023","01/01/2023","6.882374275",
"876863","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","102","Northeast Bronx","Annual Average 2023","01/01/2023","14.48039862",
"877226","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","404","Elmhurst and Corona (CD4)","Annual Average 2023","01/01/2023","17.73760296",
"876965","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","408","Jamaica","Annual Average 2023","01/01/2023","15.43229844",
"874881","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","211","Morris Park and Bronxdale (CD11)","Annual Average 2023","01/01/2023","6.859797047",
"876860","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","101","Kingsbridge - Riverdale","Annual Average 2023","01/01/2023","14.61424758",
"877004","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","203","Bedford Stuyvesant - Crown Heights","Annual Average 2023","01/01/2023","16.98747135",
"874815","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","317","East Flatbush (CD17)","Annual Average 2023","01/01/2023","6.636863737",
"874456","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","403","Flushing - Clearview","Annual Average 2023","01/01/2023","6.679315199",
"877190","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","310","Bay Ridge and Dyker Heights (CD10)","Annual Average 2023","01/01/2023","17.71452907",
"874875","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","209","Parkchester and Soundview (CD9)","Annual Average 2023","01/01/2023","6.95247031",
"877172","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","304","Bushwick (CD4)","Annual Average 2023","01/01/2023","17.85138313",
"874833","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","405","Ridgewood and Maspeth (CD5)","Annual Average 2023","01/01/2023","6.938860906",
"876941","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","310","Lower Manhattan","Annual Average 2023","01/01/2023","21.60881394",
"877196","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","312","Borough Park (CD12)","Annual Average 2023","01/01/2023","16.53085171",
"874417","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","102","Northeast Bronx","Annual Average 2023","01/01/2023","6.809300497",
"877211","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","317","East Flatbush (CD17)","Annual Average 2023","01/01/2023","16.60311565",
"874536","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","105106107","South Bronx","Annual Average 2023","01/01/2023","7.041579913",
"874854","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","412","Jamaica and Hollis (CD12)","Annual Average 2023","01/01/2023","6.566531621",
"876938","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","309","Union Square - Lower East Side","Annual Average 2023","01/01/2023","18.96783053",
"877256","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","414","Rockaway and Broad Channel (CD14)","Annual Average 2023","01/01/2023","9.361544124",
"877112","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","108","Upper East Side (CD8)","Annual Average 2023","01/01/2023","19.05050224",
"874809","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","315","Sheepshead Bay (CD15)","Annual Average 2023","01/01/2023","6.348332281",
"874503","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","110","Central Harlem (CD10)","Annual Average 2023","01/01/2023","6.90482808",
"877013","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","206","Borough Park","Annual Average 2023","01/01/2023","16.34559611",
"874845","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","409","Kew Gardens and Woodhaven (CD9)","Annual Average 2023","01/01/2023","6.69617719",
"874518","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","105","Midtown (CD5)","Annual Average 2023","01/01/2023","8.371853034",
"877082","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","503504","Southern SI","Annual Average 2023","01/01/2023","11.32094611",
"877238","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","408","Hillcrest and Fresh Meadows (CD8)","Annual Average 2023","01/01/2023","15.110238",
"874592","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","202","Hunts Point and Longwood (CD2)","Annual Average 2023","01/01/2023","7.398307426",
"874914","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","310","Bay Ridge and Dyker Heights (CD10)","Annual Average 2023","01/01/2023","6.603554291",
"874551","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","306308","Chelsea-Village","Annual Average 2023","01/01/2023","8.017380994",
"874399","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","204","East New York","Annual Average 2023","01/01/2023","6.78513582",
"876917","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","302","Central Harlem - Morningside Heights","Annual Average 2023","01/01/2023","16.29410694",
"874866","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","502","South Beach and Willowbrook (CD2)","Annual Average 2023","01/01/2023","6.253619748",
"874890","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","302","Fort Greene and Brooklyn Heights (CD2)","Annual Average 2023","01/01/2023","7.154167222",
"874381","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","210","Coney Island - Sheepshead Bay","Annual Average 2023","01/01/2023","6.353517613",
"874563","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","408","Jamaica","Annual Average 2023","01/01/2023","6.589282584",
"874420","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","101","Kingsbridge - Riverdale","Annual Average 2023","01/01/2023","6.800834953",
"877136","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","204","Highbridge and Concourse (CD4)","Annual Average 2023","01/01/2023","17.2006952",
"876908","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","210","Coney Island - Sheepshead Bay","Annual Average 2023","01/01/2023","13.9507122",
"877262","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","502","South Beach and Willowbrook (CD2)","Annual Average 2023","01/01/2023","12.66148518",
"876974","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","501","Port Richmond","Annual Average 2023","01/01/2023","16.2770395",
"876857","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","5","Staten Island","Annual Average 2023","01/01/2023","12.72165158",
"874566","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","407","Southwest Queens","Annual Average 2023","01/01/2023","6.516490055",
"877130","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","202","Hunts Point and Longwood (CD2)","Annual Average 2023","01/01/2023","18.29599911",
"874893","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","303","Bedford Stuyvesant (CD3)","Annual Average 2023","01/01/2023","6.948465531",
"877148","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","208","Riverdale and Fieldston (CD8)","Annual Average 2023","01/01/2023","14.55565297",
"874839","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","407","Flushing and Whitestone (CD7)","Annual Average 2023","01/01/2023","6.694997318",
"874435","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","410","Rockaways","Annual Average 2023","01/01/2023","6.126453405",
"877142","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","206","Belmont and East Tremont (CD6)","Annual Average 2023","01/01/2023","16.59576199",
"877007","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","204","East New York","Annual Average 2023","01/01/2023","17.34115089",
"874857","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","413","Queens Village (CD13)","Annual Average 2023","01/01/2023","6.433230593",
"874408","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","201","Greenpoint","Annual Average 2023","01/01/2023","7.360784329",
"874453","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","404","Bayside - Little Neck","Annual Average 2023","01/01/2023","6.483274289",
"874911","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","309","South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2023","01/01/2023","6.607931748",
"874830","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","404","Elmhurst and Corona (CD4)","Annual Average 2023","01/01/2023","6.901935499",
"876914","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","301","Washington Heights","Annual Average 2023","01/01/2023","17.0536503",
"874590","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","301","Washington Heights","Annual Average 2023","01/01/2023","6.983802487",
"876950","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","403","Flushing - Clearview","Annual Average 2023","01/01/2023","15.33604753",
"877076","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","404406","Bayside Little Neck-Fresh Meadows","Annual Average 2023","01/01/2023","15.04427297",
"874920","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","312","Borough Park (CD12)","Annual Average 2023","01/01/2023","6.619159313",
"874521","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","104","Clinton and Chelsea (CD4)","Annual Average 2023","01/01/2023","7.835329515",
"874315","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","209","Bensonhurst - Bay Ridge","Annual Average 2023","01/01/2023","6.474937547",
"874581","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","304","Upper West Side","Annual Average 2023","01/01/2023","6.873842959",
"874378","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","211","Williamsburg - Bushwick","Annual Average 2023","01/01/2023","7.22773619",
"874339","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","201","Greenpoint","Annual Average 2023","01/01/2023","7.360784329",
"877100","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","104","Clinton and Chelsea (CD4)","Annual Average 2023","01/01/2023","22.93707442",
"874851","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","411","Bayside and Little Neck (CD11)","Annual Average 2023","01/01/2023","6.481628694",
"877232","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","406","Rego Park and Forest Hills (CD6)","Annual Average 2023","01/01/2023","16.40970406",
"876884","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","202","Downtown - Heights - Slope","Annual Average 2023","01/01/2023","18.2876131",
"876851","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","3","Manhattan","Annual Average 2023","01/01/2023","19.52330736",
"876887","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","203","Bedford Stuyvesant - Crown Heights","Annual Average 2023","01/01/2023","16.98747135",
"874557","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","410","Rockaways","Annual Average 2023","01/01/2023","6.126453405",
"874500","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","111","East Harlem (CD11)","Annual Average 2023","01/01/2023","6.915963164",
"874402","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","203","Bedford Stuyvesant - Crown Heights","Annual Average 2023","01/01/2023","6.819560152",
"876977","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","502","Stapleton - St. George","Annual Average 2023","01/01/2023","15.89623357",
"876947","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","402","West Queens","Annual Average 2023","01/01/2023","18.4099093",
"877124","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","112","Washington Heights and Inwood (CD12)","Annual Average 2023","01/01/2023","17.24464637",
"876896","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","206","Borough Park","Annual Average 2023","01/01/2023","16.34559611",
"874527","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","102","Greenwich Village and Soho (CD2)","Annual Average 2023","01/01/2023","8.076197121",
"874530","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","101","Financial District (CD1)","Annual Average 2023","01/01/2023","7.404980793",
"874426","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","503","Willowbrook","Annual Average 2023","01/01/2023","6.286520688",
"874333","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","203","Bedford Stuyvesant - Crown Heights","Annual Average 2023","01/01/2023","6.819560152",
"874360","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","101","Kingsbridge - Riverdale","Annual Average 2023","01/01/2023","6.800834953",
"874327","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","205","Sunset Park","Annual Average 2023","01/01/2023","7.082294009",
"874309","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","211","Williamsburg - Bushwick","Annual Average 2023","01/01/2023","7.22773619",
"876971","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","410","Rockaways","Annual Average 2023","01/01/2023","9.382766304",
"876893","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","205","Sunset Park","Annual Average 2023","01/01/2023","19.11270949",
"874369","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","3","Manhattan","Annual Average 2023","01/01/2023","7.306428575",
"874429","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","502","Stapleton - St. George","Annual Average 2023","01/01/2023","6.305643335",
"874486","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","303","East Harlem","Annual Average 2023","01/01/2023","6.902077131",
"874387","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","208","Canarsie - Flatlands","Annual Average 2023","01/01/2023","6.421526367",
"874515","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","106","Stuyvesant Town and Turtle Bay (CD6)","Annual Average 2023","01/01/2023","7.531148057",
"874342","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","107","Hunts Point - Mott Haven","Annual Average 2023","01/01/2023","7.159500847",
"874878","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","210","Throgs Neck and Co-op City (CD10)","Annual Average 2023","01/01/2023","6.801974169",
"874601","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","205","Fordham and University Heights (CD5)","Annual Average 2023","01/01/2023","6.896787389",
"874812","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","316","Brownsville (CD16)","Annual Average 2023","01/01/2023","6.754091415",
"874548","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","309310","Union Square-Lower Manhattan","Annual Average 2023","01/01/2023","7.440591798",
"874372","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","2","Brooklyn","Annual Average 2023","01/01/2023","6.730894136",
"876872","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","105","Crotona -Tremont","Annual Average 2023","01/01/2023","17.27046057",
"877073","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","309310","Union Square-Lower Manhattan","Annual Average 2023","01/01/2023","19.79711715",
"877208","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","316","Brownsville (CD16)","Annual Average 2023","01/01/2023","17.43709819",
"877187","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","309","South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2023","01/01/2023","16.06925449",
"877025","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","210","Coney Island - Sheepshead Bay","Annual Average 2023","01/01/2023","13.9507122",
"874336","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","202","Downtown - Heights - Slope","Annual Average 2023","01/01/2023","7.157937732",
"877022","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","209","Bensonhurst - Bay Ridge","Annual Average 2023","01/01/2023","16.38828037",
"874509","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","108","Upper East Side (CD8)","Annual Average 2023","01/01/2023","6.991796515",
"877049","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","403","Flushing - Clearview","Annual Average 2023","01/01/2023","15.32958272",
"877115","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","109","Morningside Heights and Hamilton Heights (CD9)","Annual Average 2023","01/01/2023","16.39020724",
"877151","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","209","Parkchester and Soundview (CD9)","Annual Average 2023","01/01/2023","16.35206527",
"874578","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","401","Long Island City - Astoria","Annual Average 2023","01/01/2023","7.254343634",
"874318","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","208","Canarsie - Flatlands","Annual Average 2023","01/01/2023","6.421526367",
"874447","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","406","Fresh Meadows","Annual Average 2023","01/01/2023","6.458741628",
"874512","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","107","Upper West Side (CD7)","Annual Average 2023","01/01/2023","6.8683427",
"874872","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","208","Riverdale and Fieldston (CD8)","Annual Average 2023","01/01/2023","6.794486921",
"874459","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","402","West Queens","Annual Average 2023","01/01/2023","7.068291669",
"876905","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","209","Bensonhurst - Bay Ridge","Annual Average 2023","01/01/2023","16.38828037",
"874569","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","405","Ridgewood - Forest Hills","Annual Average 2023","01/01/2023","6.726169914",
"874351","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","104","Pelham - Throgs Neck","Annual Average 2023","01/01/2023","6.882374275",
"874357","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","102","Northeast Bronx","Annual Average 2023","01/01/2023","6.809305105",
"874477","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","306","Chelsea - Clinton","Annual Average 2023","01/01/2023","8.076770315",
"874330","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","204","East New York","Annual Average 2023","01/01/2023","6.78513582",
"874506","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","109","Morningside Heights and Hamilton Heights (CD9)","Annual Average 2023","01/01/2023","6.937311432",
"874560","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","409","Southeast Queens","Annual Average 2023","01/01/2023","6.386780926",
"874483","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","304","Upper West Side","Annual Average 2023","01/01/2023","6.873849365",
"877199","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","313","Coney Island (CD13)","Annual Average 2023","01/01/2023","13.49860962",
"876881","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","201","Greenpoint","Annual Average 2023","01/01/2023","19.31599125",
"874572","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","403","Flushing - Clearview","Annual Average 2023","01/01/2023","6.679289698",
"877235","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","407","Flushing and Whitestone (CD7)","Annual Average 2023","01/01/2023","15.40700654",
"877250","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","412","Jamaica and Hollis (CD12)","Annual Average 2023","01/01/2023","15.38690275",
"874863","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","501","St. George and Stapleton (CD1)","Annual Average 2023","01/01/2023","6.412124833",
"877106","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","106","Stuyvesant Town and Turtle Bay (CD6)","Annual Average 2023","01/01/2023","21.89410171",
"874471","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","308","Greenwich Village - SoHo","Annual Average 2023","01/01/2023","7.89977574",
"877088","375","Nitrogen dioxide (NO2)","Mean","ppb","Citywide","1","New York City","Annual Average 2023","01/01/2023","15.51087278",
"874554","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","305307","Upper East Side-Gramercy","Annual Average 2023","01/01/2023","7.345427717",
"877193","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","311","Bensonhurst (CD11)","Annual Average 2023","01/01/2023","15.53192342",
"874432","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","501","Port Richmond","Annual Average 2023","01/01/2023","6.483942539",
"876995","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","104","Pelham - Throgs Neck","Annual Average 2023","01/01/2023","15.56944138",
"874917","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","311","Bensonhurst (CD11)","Annual Average 2023","01/01/2023","6.442117397",
"874902","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","306","Park Slope and Carroll Gardens (CD6)","Annual Average 2023","01/01/2023","7.163769986",
"874423","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","504","South Beach - Tottenville","Annual Average 2023","01/01/2023","6.119536019",
"877247","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","411","Bayside and Little Neck (CD11)","Annual Average 2023","01/01/2023","14.91951698",
"874827","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","403","Jackson Heights (CD3)","Annual Average 2023","01/01/2023","6.794220399",
"874393","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","206","Borough Park","Annual Average 2023","01/01/2023","6.58301364",
"877166","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","302","Fort Greene and Brooklyn Heights (CD2)","Annual Average 2023","01/01/2023","18.53025849",
"876944","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","401","Long Island City - Astoria","Annual Average 2023","01/01/2023","18.41015665",
"877217","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","401","Long Island City and Astoria (CD1)","Annual Average 2023","01/01/2023","17.04080865",
"877160","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","212","Williamsbridge and Baychester (CD12)","Annual Average 2023","01/01/2023","14.37432322",
"877223","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","403","Jackson Heights (CD3)","Annual Average 2023","01/01/2023","16.80409571",
"877145","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","207","Kingsbridge Heights and Bedford (CD7)","Annual Average 2023","01/01/2023","15.5921064",
"876989","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","102","Northeast Bronx","Annual Average 2023","01/01/2023","14.48041782",
"874575","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","402","West Queens","Annual Average 2023","01/01/2023","7.068291669",
"874542","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","501502","Northern SI","Annual Average 2023","01/01/2023","6.367702783",
"877028","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","211","Williamsburg - Bushwick","Annual Average 2023","01/01/2023","18.15983736",
"877202","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","314","Flatbush and Midwood (CD14)","Annual Average 2023","01/01/2023","15.90500226",
"874492","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","301","Washington Heights","Annual Average 2023","01/01/2023","6.983812181",
"874348","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","105","Crotona -Tremont","Annual Average 2023","01/01/2023","6.999578038",
"877229","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","405","Ridgewood and Maspeth (CD5)","Annual Average 2023","01/01/2023","17.62143341",
"874468","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","309","Union Square - Lower East Side","Annual Average 2023","01/01/2023","7.488763093",
"874806","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","314","Flatbush and Midwood (CD14)","Annual Average 2023","01/01/2023","6.529592865",
"874905","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","307","Sunset Park (CD7)","Annual Average 2023","01/01/2023","7.079861905",
"877178","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","306","Park Slope and Carroll Gardens (CD6)","Annual Average 2023","01/01/2023","17.99007651",
"876992","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","103","Fordham - Bronx Pk","Annual Average 2023","01/01/2023","15.00464812",
"877094","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","102","Greenwich Village and Soho (CD2)","Annual Average 2023","01/01/2023","21.91195919",
"874533","365","Fine particles (PM 2.5)","Mean","mcg/m3","Citywide","1","New York City","Annual Average 2023","01/01/2023","6.659279692",
"874803","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","313","Coney Island (CD13)","Annual Average 2023","01/01/2023","6.356452703",
"874869","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","503","Tottenville and Great Kills (CD3)","Annual Average 2023","01/01/2023","6.110493448",
"877079","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","501502","Northern SI","Annual Average 2023","01/01/2023","16.02866665",
"877181","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","307","Sunset Park (CD7)","Annual Average 2023","01/01/2023","18.84985664",
"876890","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","204","East New York","Annual Average 2023","01/01/2023","17.34115089",
"874584","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF34","303","East Harlem","Annual Average 2023","01/01/2023","6.902077131",
"874524","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","103","Lower East Side and Chinatown (CD3)","Annual Average 2023","01/01/2023","7.353321242",
"876998","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","201","Greenpoint","Annual Average 2023","01/01/2023","19.31599125",
"877052","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF34","405","Ridgewood - Forest Hills","Annual Average 2023","01/01/2023","16.73212203",
"877118","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","110","Central Harlem (CD10)","Annual Average 2023","01/01/2023","16.18047786",
"877154","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","210","Throgs Neck and Co-op City (CD10)","Annual Average 2023","01/01/2023","15.05815095",
"876929","375","Nitrogen dioxide (NO2)","Mean","ppb","UHF42","306","Chelsea - Clinton","Annual Average 2023","01/01/2023","24.13254441",
"874363","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","5","Staten Island","Annual Average 2023","01/01/2023","6.236877639",
"877244","375","Nitrogen dioxide (NO2)","Mean","ppb","CD","410","South Ozone Park and Howard Beach (CD10)","Annual Average 2023","01/01/2023","14.79736424",
"876854","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","4","Queens","Annual Average 2023","01/01/2023","15.47035273",
"876845","375","Nitrogen dioxide (NO2)","Mean","ppb","Borough","1","Bronx","Annual Average 2023","01/01/2023","15.75835985",
"874375","365","Fine particles (PM 2.5)","Mean","mcg/m3","Borough","1","Bronx","Annual Average 2023","01/01/2023","6.904676852",
"874321","365","Fine particles (PM 2.5)","Mean","mcg/m3","UHF42","207","East Flatbush - Flatbush","Annual Average 2023","01/01/2023","6.575114657",
"874494","365","Fine particles (PM 2.5)","Mean","mcg/m3","CD","201","Mott Haven and Melrose (CD1)","Annual Average 2023","01/01/2023","7.093354653",
